Article ID,User ID,User Name,Arm,disease,prior-treatment,int_treatment,int_biomarker,int_biomarker_modifier,int_biomarker_positive,comp_treatment,comp_biomarker,comp_biomarker_modifier,comp_biomarker_positive,int_num_patients,comp_num_patients,outcome_type,outcome_value,confidence_interval,CI_percent,model_type,figure_table_section,median_duration_months
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,94,48,second rPFS,0.77,0.5-1.21,95,uni-cox,fig S11B,30
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,@ATM,qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,@ATM,qualifying or suspected deleterious alteration,positive,62,24,OS,0.93,0.53-1.75,95,uni-cox,fig S5B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,162,83,OS,0.69,0.5-0.97,95,uni-cox,fig 1A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,256,131,OS,0.79,0.61-1.03,95,uni-cox,fig 3A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"ATM,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA1,!BRCA2",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"ATM,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA1,!BRCA2",qualifying or suspected deleterious alteration,positive,154,73,OS,0.95,0.68-1.34,95,uni-cox,fig S7A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed|||no-prior-taxane,olaparib,"@BRCA1,@BRCA2",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"@BRCA1,@BRCA2",qualifying or suspected deleterious alteration,positive,23,20,OS,0.3,0.1-0.78,95,uni-cox,fig S8A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"!PPP2R2A,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"!PPP2R2A,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,88,43,OS,0.79,0.51-1.25,95,uni-cox,fig S10A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz,"BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,162,83,OS,0.42,0.19-0.91,95,uni-cox|||adjusted for crossover,fig 1B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"!PPP2R2A,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,RAD51B,RAD51C,RAD51D,RAD54L,BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"!PPP2R2A,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,RAD51B,RAD51C,RAD51D,RAD54L,BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,249,123,OS,0.76,0.58-1.00,95,uni-cox,fig S10B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,162,83,second rPFS,0.64,0.45-0.93,95,uni-cox,fig S11A,30
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"ATM,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA1,!BRCA2",qualifying or suspected deleterious alteration,positive,AAP or Enz,"ATM,BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA1,!BRCA2",qualifying or suspected deleterious alteration,positive,154,73,OS,0.82,0.25-2.68,95,uni-cox|||adjusted for crossover,fig S7A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,@BRCA1,qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,@BRCA1,qualifying or suspected deleterious alteration,positive,8,5,OS,0.42,0.12-1.53,95,uni-cox,fig S5B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed|||no-prior-taxane,olaparib,@CDK12,qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,@CDK12,qualifying or suspected deleterious alteration,positive,15,8,OS,0.72,0.25-2.34,95,uni-cox,fig S8C,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed|||prior-taxane,olaparib,"@BRCA1,@BRCA2",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"@BRCA1,@BRCA2",qualifying or suspected deleterious alteration,positive,66,32,OS,0.64,0.39-1.08,95,uni-cox,fig S8A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,@CDK12,qualifying or suspected deleterious alteration,positive,AAP or Enz,@CDK12,qualifying or suspected deleterious alteration,positive,61,28,OS,0.7,0.04-12.53,95,uni-cox|||adjusted for crossover,fig S7C,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed|||no-prior-taxane,olaparib,@ATM,qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,@ATM,qualifying or suspected deleterious alteration,positive,27,9,OS,2.82,0.96-12.03,95,uni-cox,fig S8B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,94,48,OS,0.96,0.63-1.49,95,uni-cox,fig 2A,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,BRCA2,BRCA1,ATM",qualifying or suspected deleterious alteration,positive,256,131,OS,0.55,0.29-1.06,95,uni-cox|||adjusted for crossover,fig 3B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,@PPP2R2A,qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,@PPP2R2A,qualifying or suspected deleterious alteration,positive,6,4,OS,5.11,1.1-35.73,95,uni-cox,fig S5B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,94,48,OS,0.83,0.11-5.98,95,uni-cox|||adjusted for crossover,fig 2B,35
11781749,139,tom,AvsB,mcrpc,prior-AR-directed,olaparib,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,AAP or Enz|||crossover to olaparib permitted,"BRIP1,BARD1,CDK12,CHEK1,CHEK2,FANCL,PALB2,PPP2R2A,RAD51B,RAD51C,RAD51D,RAD54L,!BRCA2,!BRCA1,!ATM",qualifying or suspected deleterious alteration,positive,94,48,rPFS,0.88,0.58-1.36,95,uni-cox,fig S1,17
